title,url,image,openTypeList,detail,baseInfoKeyList,baseInfoValueList
西葫芦细菌性叶枯病,http://www.baike.com/wiki/西葫芦细菌性叶枯病,http://a1.att.hudong.com/51/68/50200009239445155356688100050_s.jpg,病虫害,西葫芦细菌性叶枯病主要为害叶片，有时也为害叶柄和幼茎，主要通过种子带菌传播蔓延。,中文名：##主要危害作物：,西葫芦细菌性叶枯病##西葫芦、黑皮西葫芦
小菜粉蝶颗粒体病毒,http://www.baike.com/wiki/小菜粉蝶颗粒体病毒,http://a3.att.hoodong.com/23/74/01000000000000119087404541923_s.jpg,农业##农作物##植物##病虫害##自然,小菜粉蝶别名菜白蝶，幼虫俗称菜青虫，属鳞翅目、粉蝶科，为世界性的害虫。我国分布极为普遍。为十字花科的主要害虫，其中以甘蓝类蔬菜危害最严重。,中文学名：,小菜粉蝶颗粒体病毒
兴农玉黄碟瓜白粉病,http://www.baike.com/wiki/兴农玉黄碟瓜白粉病,http://a3.att.hudong.com/83/08/20300543526108144631089740852_s.jpg,农作物##植物##病虫害##自然,兴农玉黄碟瓜白粉病，病叶、叶柄及茎上生有白色小霉点，逐渐扩展融合成片，形成白粉斑。可采用生物，物理防护措施以及保护地采用烟雾法。,中文学名：,兴农玉黄碟瓜白粉病
西瓜化瓜,http://www.baike.com/wiki/西瓜化瓜,http://a4.att.hudong.com/38/96/20300000898154131486963335023_s.jpg,农业##病虫害##西瓜,化瓜主要表现为幼瓜发育一段时间后慢慢停止生长，逐渐褪绿变黄，最后萎缩坏死。,,
西瓜细菌性角斑病,http://www.baike.com/wiki/西瓜细菌性角斑病,http://a4.att.hudong.com/84/84/50200009239445155956841274260_s.jpg,农业##农作物##植物##病虫害##自然##西瓜,西瓜细菌性角斑病，主要发生在西瓜叶、叶柄、茎、卷须及果实上。叶片染病初生针尖大小透明状小斑点，扩大后形成具黄色晕圈的淡黄色斑，中央变褐或呈灰白色穿孔破裂，湿度大时病部产生乳白色细菌溢脓。茎和果实染病，初呈水浸状病斑，后也溢有白色菌脓，干燥时变为灰色，且常形成溃疡或裂口。,中文名：##病原中文名：##病原拉丁学名：##病原类型：##主要危害作物：##主要为害部位：##传播途径：,西瓜细菌性角斑病##丁香假单胞杆菌##Pseudomonas syringae##细菌##西瓜##叶、叶柄、茎、卷须及果实##风雨、昆虫和农事操作进行传播
西瓜白绢病,http://www.baike.com/wiki/西瓜白绢病,http://a3.att.hudong.com/43/78/20300543498588144635786235128_s.jpg,农作物##植物##病虫害##自然##西瓜,西瓜白绢病主要侵害近地面的茎蔓或果实，茎基部或贴地面茎蔓染病，初呈暗褐色，其上长出白色辐射状菌丝体，果实染病，病部变褐,中文学名：,西瓜白绢病
西瓜沤根,http://www.baike.com/wiki/西瓜沤根,http://a3.att.hudong.com/18/98/20300000898154131486980156227_s.jpg,农业##病虫害##西瓜,西瓜沤根，指的是西瓜幼根外皮锈褐色，逐渐腐烂。是一种植物病。,中文名：,西瓜沤根
西瓜疫病,http://www.baike.com/wiki/西瓜疫病,http://a2.att.hudong.com/22/48/50200009239445155331487847653_s.jpg,农作物##植物##病虫害##自然##西瓜,西瓜疫病是一种高温高湿型的土传病害，俗称死秧，全国各地均有发生，南方发病重于北方，在西瓜生长期多雨年份，发病尤重。除西瓜外，该病还危害甜瓜和其他瓜类作物。,中文名：##别名：##病原中文名：##病原类型：##主要危害作物：##主要为害部位：,西瓜疫病##死秧##真菌鞭毛菌亚门德雷疫霉##真菌##西瓜##根茎
西瓜大肚子瓜,http://www.baike.com/wiki/西瓜大肚子瓜,http://a3.att.hudong.com/26/39/20300543549868144663390038171_s.jpg,农作物##植物##病虫害##自然##西瓜,西瓜大肚子瓜是指西瓜的顶部接近花蒂部位膨大，且靠近果梗部较细，呈葫芦状，主要是由于昆虫活动破坏干扰了西瓜的正常受精过程而形成。,中文学名：##拉丁学名：##界：##门：##纲：##目：##亚目：##科：##属：##种：##分布区域：,西瓜大肚子瓜##Citrullus lanatus##植物界##被子植物门##双子叶植物纲##葫芦目##葫芦目##葫芦科##西瓜属##西瓜大肚子瓜##全球
西瓜煤污病,http://www.baike.com/wiki/西瓜煤污病,http://a2.att.hudong.com/55/53/01300000405513124445532911984_s.jpg,农业##农作物##植物##病虫害##自然##西瓜,西瓜煤污病，是西瓜叶片上产生灰黑色或炭黑色菌落，呈煤污状，初零星分布在叶面局部或叶脉附近，严重时覆满整个叶面。,中文学名：,西瓜煤污病
西瓜根结线虫病,http://www.baike.com/wiki/西瓜根结线虫病,http://a1.att.hudong.com/46/99/50200009239445155958991153370_s.jpg,病虫害##西瓜,西瓜根结线虫病，主要为害根部。子叶期染病，致幼苗死亡。成株期染病主要为害侧根和须根，发病后西瓜侧根或须根卜长出大小不等的瘤状根结。剖开根结，病组织内有很多微小的乳白色线虫藏于其内，在根结上长出细弱新根再度受侵染发病，形成根结状肿瘤。,中文名：,西瓜根结线虫病
西瓜焦腐病,http://www.baike.com/wiki/西瓜焦腐病,http://a2.att.hudong.com/28/50/01300000405513124445507028811_s.jpg,农业##农作物##植物##病虫害##自然##西瓜,西瓜焦腐病为害果实。通常从蒂部开始果皮局部变褐，逐渐扩展成不规则形，颜色转深变黑后果肉迅速腐烂。长江以南有的年份有的地块发生较多，一旦发生迅速腐烂。,中文学名：,西瓜焦腐病
西瓜花腐病,http://www.baike.com/wiki/西瓜花腐病,http://a3.att.hudong.com/23/72/50200009239445155812729965788_s.jpg,农业##农作物##植物##病虫害##自然##西瓜,西瓜花腐病主要发生在我国南方西瓜栽培区，尤其是西瓜结果期遇高温多雨年份发病重，对西瓜生产造成较大影响。,中文学名：,西瓜花腐病
西瓜药害,http://www.baike.com/wiki/西瓜药害,http://a0.att.hudong.com/74/23/50200009239445155974237684938_s.jpg,农业##病虫害,西瓜药害是指施用农药不当，致西瓜的正常生理功能或生长发育受阻，或受到破坏引致一系列异常现象出现。,中文名：,西瓜药害
西瓜裂果,http://www.baike.com/wiki/西瓜裂果,http://a4.att.hudong.com/87/13/50200009239445155966136400906_s.jpg,农业##病虫害##西瓜,西瓜采收以前或采收时破裂，破裂的瓜不能销售，造成损失。,,
西瓜蔓枯病,http://www.baike.com/wiki/西瓜蔓枯病,http://a1.att.hudong.com/64/27/50200009239445155962278215310_s.jpg,农业气象百科##农作物##植物##病虫害##自然##西瓜,西瓜蔓枯病，西瓜病症之一，主要侵染西瓜茎蔓，也侵染叶片和果实。初生水渍状病斑，后中央变为褐色枯死斑，呈星状开裂，内部呈木栓状干腐，稍发黑后腐烂。,中文学名：##界：##门：##分布区域：##拼音：,西瓜蔓枯病##真菌界##子囊菌亚门##全国各地均有发生##xi gua man ku bing
西瓜终极腐霉猝倒病,http://www.baike.com/wiki/西瓜终极腐霉猝倒病,http://a4.att.hudong.com/36/31/01300000405513124443314107162_s.jpg,农业##农作物##植物##病虫害##自然##西瓜,西瓜终极腐霉猝倒病，常见于西瓜病害，华南4-5月雨季发生较多。,中文学名：,西瓜终极腐霉猝倒病
西瓜细菌性软腐病,http://www.baike.com/wiki/西瓜细菌性软腐病,http://a3.att.hudong.com/02/59/01300000405513124486595243772_s.jpg,农作物##植物##病虫害##自然##西瓜,西瓜细菌性软腐病是瓜类蔬菜水果常见的一种疾病，引起全株软腐，并有臭咸菜样恶臭味,,
西瓜缺素症,http://www.baike.com/wiki/西瓜缺素症,http://a2.att.hudong.com/37/82/50200009239445155956821419124_s.jpg,病虫害##西瓜,在西瓜生产中出现的缺钾、缺镁、缺锰、缺硼、缺钙等症状被称为西瓜缺素症。缺钾时茎蔓细弱，叶色暗淡，无光泽，老叶叶缘变褐枯死；缺镁时老叶易显症，主脉附近叶脉间先变黄。后逐渐扩展，致整叶变黄或现枯死斑；缺锰时嫩叶叶脉间变黄，主脉仍为绿色，严重的主脉或全叶变黄或出现变形果；缺硼缺钙时幼叶叶缘黄化，叶中间上拱，四周下卷，全叶呈降落伞状。,中文名：##主要原因：##传染病：##显状部位：##是否遗传：##是否医保：##主要危害作物：,西瓜缺素症##缺氮、缺磷、缺钾 等##否##茎、叶 等##否##否##西瓜
西瓜绵腐病,http://www.baike.com/wiki/西瓜绵腐病,http://a2.att.hudong.com/13/47/01300000405513124445479099266_s.jpg,农业##农作物##植物##病虫害##自然##西瓜,苗期染病， 贴土面的西瓜先发病， 致整个西瓜变褐软腐。,中文学名：,西瓜绵腐病
西葫芦笄霉褐腐病,http://www.baike.com/wiki/西葫芦笄霉褐腐病,http://a3.att.hudong.com/00/85/20300543172371144670856209363_s.jpg,健康##农作物##医学##卫生保健##植物##疾病##病虫害##自然,"西葫芦笄霉褐腐病-症状：小西葫芦、香蕉西葫芦褐腐病在保护地、露地均有发生,塑料大棚中尤其常见。该病为害西葫芦、瓠瓜称为褐腐病,为害黄瓜称为花腐病,。",中文名：##病原学：##传染病：##传播途径：##潜伏期：##临床表现：,西葫芦笄霉褐腐病##瓜笄霉##是##主要以菌丝体随病残体或产生接合孢子留在土壤中，借风雨或昆虫传播。##主要以菌丝体随病残体或产生接合孢子留在土壤中越冬，翌春侵染小西葫芦和金皮西葫芦的花和幼瓜，发病后病部长出大量孢子##表面生白色茸毛状物，后期可见褐色、黑色大头针状毛，高温、高湿扩展快，干燥时半个瓜变褐，无法食用。
西葫芦灰霉病,http://www.baike.com/wiki/西葫芦灰霉病,http://a3.att.hudong.com/25/45/50200009239445155046452150225_s.jpg,农作物##植物##病虫害##自然,西葫芦灰霉病，是西葫芦、黑皮西葫芦生产上的重要病害，北方保护地、南方露地普遍发生，严重时发病株率可达30%-40%。主要为害花和瓜，也为害叶和茎蔓。南方该病在瓜类作物上辗转传播，无明显越冬期。北方主要以菌核或菌丝体在土壤中越冬，分生孢子在病残体上可存活4-5个月，成为初侵染源。此病在低温高湿，湿度高于94%，寄主衰弱情况下易发生。多从花蕊中侵入。,中文学名：##发病物：##主要危害：##发病地区：##染病存活：##发病率：,西葫芦灰霉病##西葫芦、黑皮西葫芦##害花和瓜，也为害叶和茎蔓##北方保护地、南方露地##4-5个月##30%-40%
西葫芦三孢笄霉褐腐病,http://www.baike.com/wiki/西葫芦三孢笄霉褐腐病,http://a1.att.hudong.com/33/73/20300543172371144679734380920_s.jpg,农作物##植物##病虫害##自然,西葫芦三孢笄霉褐腐病是保护地和露地西葫芦生产上重要病害，近年为害呈上升的态势。对生产为害较大，主要为害花和果实。三孢笄霉，属接合菌门真菌。大型孢子囊直径40-50微米，小型孢子囊13-14×11-12微米，内含2－5个孢子，多数为3个。孢子大小10-13×5-8微米。弱寄生。为害黄瓜、西葫芦、豇豆、甘薯、烟草等。,中文学名：,西葫芦三孢笄霉褐腐病
西葫芦匍枝根霉腐烂病,http://www.baike.com/wiki/西葫芦匍枝根霉腐烂病,http://a1.att.hudong.com/75/18/20300542608910143419189847106_s.jpg,农作物##植物##病虫害##自然,西葫芦匍枝根霉腐烂病，主要为害幼瓜，也为害叶及叶柄。病菌常从开败的花或受伤的组织开始侵染，致病部呈水渍状坏死腐烂，后在腐烂组织表面长出毛刺大头针状灰黑色或黑色霉层，即病原。症状：小西葫芦、金皮西葫芦根霉腐烂病发病率高达10%-40%。菌的孢子囊梗和孢子囊。瓜条染病多从残留花器侵入，沿脐部向瓜条迅速扩展致全瓜软腐，病瓜表面亦生出较茂密的大头针状灰黑色霉层，烂瓜常散发出腥臭味。,中文学名：,西葫芦匍枝根霉腐烂病
西葫芦裂果,http://www.baike.com/wiki/西葫芦裂果,http://a2.att.hudong.com/87/75/50200009239445155812754992427_s.jpg,农作物##植物##生物##病虫害##自然,西葫芦、小西葫芦、金皮西葫芦裂果常有发生，幼瓜成瓜均有发生。常见裂瓜有纵向、横向或斜向开裂3种，裂口深浅、开裂宽窄不一，严重的可深至瓜瓤、露出种子，裂口伤面逐渐木栓化，轻者仅裂开一条小缝，接近成熟的瓜多出现较严重或严重开裂。,中文学名：##别名：##拉丁学名：##界：##门：##纲：##目：##科：##属：,西葫芦裂果##茭瓜、白瓜、番瓜、美洲南瓜、云南小瓜、菜瓜、荨瓜 ，三月瓜##Cucurbita pepo L.##植物界##被子植物##双子叶植物##葫芦目##葫芦科##西葫芦
西葫芦菌核病,http://www.baike.com/wiki/西葫芦菌核病,http://a4.att.hudong.com/85/92/50200009239445155330927706110_s.jpg,农作物##植物##病虫害##自然,西葫芦菌核病是一种核盘菌，属于囊菌门真菌。主要为害果实及茎蔓。果实染病，残花部先呈水浸状腐烂，后长出白色菌丝，菌丝上散生鼠粪状黑色菌核。茎蔓染病，初呈水浸状，病部变褐，后也长出白色菌丝和黑色菌核，病部以上叶、茎蔓枯死。必须引起种植人员的重视。,中文学名：##别名：,西葫芦菌核病##西葫芦菌核病
西葫芦黑星病,http://www.baike.com/wiki/西葫芦黑星病,http://a4.att.hudong.com/83/25/50200009239445156008250311904_s.jpg,农作物##植物##病虫害##自然,西葫芦黑星病是在西葫芦种植期容易发作的一种真菌性病害。该病主要危害叶片、茎及果实。幼叶初现水渍状污点，后扩大为褐色或墨色斑，易穿孔；茎上现椭圆形或纵长凹陷黑斑，中部呈龟裂；幼果初生暗褐色凹陷斑，后发育受阻呈畸形果；果病斑多疮痴状，有的龟裂或烂成孔洞，病部分泌出半透明胶质物，后变琥珀块状。湿度大时，各病部表面密生煤色霉层。这种病可以称得上是西葫芦毁灭性病害，危害广泛，难以铲除，严重影响产量和质量，减产可达50%以上，直至绝产。,中文名：##别名：##病原中文名：##病原分类地位：##主要危害作物：##主要为害部位：,西葫芦黑星病##西葫芦疮痂病、西葫芦烂头病##瓜疮痂枝孢霉菌##真菌界半知菌类丝孢纲丝孢目##黄瓜、西葫芦、冬瓜、瓠瓜等##叶、茎、果实
西葫芦绵腐病,http://www.baike.com/wiki/西葫芦绵腐病,http://a2.att.hudong.com/68/54/50200009239445155666544935943_s.jpg,农作物##植物##病虫害##自然,病叶和茎有圆形水浸状暗绿斑，潮湿时呈现软腐病。病果有椭圆形暗绿色水浸斑，干燥时病斑变为褐色，凹陷，并有腐烂现象，生有白色霉层。,中文学名：,西葫芦绵腐病
西葫芦软腐病,http://www.baike.com/wiki/西葫芦软腐病,http://a2.att.hudong.com/44/37/50200009239445156015378290146_s.jpg,病虫害,西葫芦软腐病是一种常见的西葫芦疾病，主要为害幼果或成长中的果实。,,
香椿腐烂病,http://www.baike.com/wiki/香椿腐烂病,//www.huimg.cn/entry/images/summary_default270x233.png,植物##病虫害,香椿腐烂病，香椿主干、主枝、小枝发病初期病部呈暗褐色水渍状斑，略为肿胀，皮层组织变软腐烂流水，后病斑失水，表皮干缩下陷呈龟裂，病斑上出现许多黑色针头状小突起。香椿腐烂病是由子囊菌亚门黑腐皮壳属金壳囊孢菌引起的真菌性病害。以子囊壳、菌丝体在植株病部越冬，靠风、雨水和昆虫等传播子囊孢子，常侵染树势衰弱、生长不良的植株。病菌先在死枝、冻伤枝或其他衰弱部位寄生，再逐渐侵染健康部位。,,
西瓜褐斑细菌病,http://www.baike.com/wiki/西瓜褐斑细菌病,//www.huimg.cn/entry/images/summary_default270x233.png,病虫害,西瓜褐斑细菌病，又称西瓜细菌斑点病。主要为害叶片。,,
西瓜细菌性果斑病,http://www.baike.com/wiki/西瓜细菌性果斑病,http://a2.att.hudong.com/26/95/50200009239445155972955357981_s.jpg,病虫害,西瓜细菌果斑病又称细菌斑点病、西瓜水浸病、果实腐斑病等。是近年由国外传入的毁灭性病害。苗期和成株均可发病。瓜苗染病沿中脉出现不规则褐色病变，有的扩展到叶缘，从叶背面看呈水渍状，种子带菌的瓜苗在发病后1～3周即死亡。西瓜果实染病，初在果实上部表面现数个几毫米大小灰绿色至暗绿色水渍状斑点，后迅速扩展成大型不规则的水浸状斑，变褐或龟裂，致果实腐烂，分泌出一种粘质琥珀色物质，进一步发展，细菌透过瓜皮进入果内。该病多始于成瓜向阳面，与地面接触处未见发病，瓜蔓不萎蔫，病瓜周围病叶上现褐色小斑，病斑通常在叶脉边缘，有时被一个黄色组织带包围，病斑周围呈水渍状是该病别于其他细菌病害的重要特征。,中文名：##别名：##主要为害部位：##病原中文名：##病原类型：##主要危害作物：,西瓜细菌性果斑病##细菌斑点病、西瓜水浸病等##全株##类产碱假单胞菌西瓜亚种##细菌##西瓜
仙环病,http://www.baike.com/wiki/仙环病,http://a4.att.hudong.com/46/45/01200000224510134428454984268_s.jpg,病虫害,"""在草坪圈内偶尔出现由瘦弱的",,
香椿紫纹羽病,http://www.baike.com/wiki/香椿紫纹羽病,http://a0.att.hudong.com/64/01/20300543547369144706010332051_s.jpg,植物##病虫害,香椿紫纹羽病，病菌在土壤中的病根上越冬。春季土壤潮湿时开始侵入嫩根，夏季在根内表生成一层紫色菌丝层，使根皮腐烂。地势低洼，种植过密、雨水较多的条件下，发病尤重。,,
西葫芦褐色腐败病,http://www.baike.com/wiki/西葫芦褐色腐败病,//www.huimg.cn/entry/images/summary_default270x233.png,病虫害##蔬菜,叶片染病，多形成水渍状暗绿色大斑，湿度高时病部腐烂。 叶柄受害亦呈水渍状软腐，病部表面产生稀疏白霉。 2、合理浇水，避免大水漫灌，雨后及时排水，适当增施钾肥，发现病瓜及时清除。,,
香椿干枯病,http://www.baike.com/wiki/香椿干枯病,http://a0.att.hudong.com/65/06/20300543547369144689066098978_s.jpg,植物##病虫害,香椿干枯病多发生于幼树主干，首先树皮上出现梭形水渍状湿腐病斑，继而扩大，呈不规则状。发病时用70%甲托布津2000倍液喷洒，或在病斑处打孔，深达木质部，涂抹10%碱水或氯化锌甘油合剂。,,
小白菜细菌性叶斑病,http://www.baike.com/wiki/小白菜细菌性叶斑病,http://a2.att.hudong.com/25/71/20300001385827140106718307458_s.jpg,植物##病虫害,小白菜细菌性叶斑病，真菌，危害部位小白菜叶片。,中文名：,小白菜细菌性叶斑病
西葫芦镰孢霉果腐病,http://www.baike.com/wiki/西葫芦镰孢霉果腐病,http://a3.att.hudong.com/77/66/20300543534928144670666498475_s.jpg,植物##病虫害,西葫芦镰孢霉果腐病，是一种危害瓜果的病毒。常从花蒂部位或受伤处侵染，病部初期呈水渍状，以后变褐软腐，后期在病部表面产生白色至粉红色霉状物，最后病瓜完全腐烂。,,
西葫芦猝倒病,http://www.baike.com/wiki/西葫芦猝倒病,//www.huimg.cn/entry/images/summary_default270x233.png,病虫害##蔬菜,"为害症状/西葫芦猝倒病 编辑


			
		　　该病是苗期主要病害之一。种芽感病，苗未出土，种芽或胚茎、子叶已腐烂；幼苗受害，近土面的胚茎基部开始有黄色水渍状病斑，随后变为黄褐色，干枯收缩成线状，子叶尚未凋萎，幼苗已猝倒。有时带病幼苗外观与健苗无异，但贴服土面，不能挺立，细检此苗，茎基部已干缩成线状。此病在苗床内蔓延迅速，开始只见个别病苗，几天后便出现成片猝倒。当苗床湿度大时，病部表面及其附近土表可长出一层白色棉絮状菌丝体。幼苗发病初期茎基部出现水浸状病斑，病斑很快变黄褐色。以后病斑缢缩使茎基部变成细线状，严重时，子叶凋落。幼苗出现大片死亡。湿度大时病部腐烂，幼苗附近长出白色棉絮状菌丝。 
 发病规律/西葫芦猝倒病 编辑


			
		　　病菌以卵孢子在土壤中越冬。条件适宜萌发产生游动孢子囊，孢子囊释放游动孢子或直接长出芽管侵染幼苗。病菌也可以菌丝体在病残体或在土壤内腐殖质上腐生生活，菌丝形成游动孢子囊，释放游动孢子侵染幼苗。病菌主要通过浇水或管理传播，带菌粪肥和操作工具也可传播。病菌侵染后在皮层薄壁细胞中扩展，以后在病部产生孢子囊，进行再侵染，最后在病组织内产生卵孢子越冬。土壤温度15～16℃病菌繁殖很快，土壤高湿极易诱发此病。浇水后苗床积水或苗床棚顶滴水处多为发病中心。光照不足，幼苗长势弱，或育苗期遇寒流或连阴雨、雪天气，低温潮湿，病害发生严重。 发病的适宜地温为10℃，病菌生长适温为15～16℃，低温高湿下易发病。早春育苗期遇阴雨、下雪、密播以及棚膜滴水等均易发病。 
 防治方法/西葫芦猝倒病 编辑


			
		 　　育苗床采用地势高燥，排水良好，保温性强的温床，用营养钵育苗，为幼苗创造良好的生长条件，增强幼苗的抗菌能力。床土药剂处理：每平方米苗床用50%的拌菌双粉剂7克，或40%五氯硝基苯粉剂9克，总细干土5千克拌匀制成药土。先浇足底水，水下渗后取1/3药土撒在畦面上，播种后将其余2/3药土覆盖种子上。 　　苗床底水要浇足，出苗后尽量不浇水。分苗水严禁明水大浇。苗床地温保持在15℃以上。幼苗发病初期可薄撒一层药土。 预防：    A、将奥力克——青枯立克按600倍液稀释，每平米3升在播种前或播种后及栽前苗床浇灌。    B、在定植时或定植后和预期病害常发期前，将本产品按600倍液稀释，进行灌根，每7天用药1次，用药次数视病情而定。    治疗：    A、稀释倍数：按奥力克——青枯立克500倍液稀释使用，病害严重时，可适当加大用药量。    B、用药方法：对病株及病株周围2～3米内植株进行灌根或小面积漫灌；若病原菌同时为害地上部分，应在根部灌药的同时，地上部分同时进行喷雾，每5天用药1次。    用药原则：    跟据“土壤干湿度及植株大小”决定灌药量的多少，以“彻底灌透作物扎根范围”为目的，一般每株灌液100—400ml。",,
徐州市农业科学院甘薯病虫害防控研究室,http://www.baike.com/wiki/徐州市农业科学院甘薯病虫害防控研究室,//www.huimg.cn/entry/images/summary_default270x233.png,农业##徐州##病虫害,序号项目类型项目名称主持或参加1江苏省高技术课题能源作物新品种选育（甘薯和菊芋） 主持2农业部行业计划甘薯标准化栽培技术研究 主持3农业部“948”甘薯病毒病检测新技术的引进及病毒病普查,,
小白菜立枯病,http://www.baike.com/wiki/小白菜立枯病,http://a2.att.hudong.com/03/16/20300542898581144613166316836_s.jpg,植物##病虫害,小白菜立枯病主要特征有幼苗发病，幼茎中下部变褐缢缩，植株干枯后死亡。发病苗能引起株基腐。该病为真菌性病害，病原菌为立枯丝核菌。病原菌在土壤中越冬，地温高于10℃时进入腐生阶段，病原菌从根部飞散，还可通过雨水、灌溉水、肥料或种子传播蔓延。,,
西葫芦细菌性叶斑病,http://www.baike.com/wiki/西葫芦细菌性叶斑病,http://a3.att.hudong.com/78/66/20300001385827140132665354601_s.jpg,植物##病虫害,西葫芦细菌性叶斑病，病菌在土壤中存活能力非常有限，主要通过种子带菌传播蔓延。此病在我国东北、内蒙古均有发生，保护地常比露地发病重。,,
西瓜病毒病,http://www.baike.com/wiki/西瓜病毒病,http://a0.att.hudong.com/13/12/50200014992522154400129584052_s.jpg,农业##农业气象百科##植物病理学##病虫害,西瓜病毒病，俗称小叶病、花叶病，全国各地区均有发生，北方瓜区以花叶型病毒病为主，南方瓜区蕨叶型病毒病发生较普遍，尤以秋西瓜受害最重。危害程度的轻重与种子带菌率和蚜虫发生数量密切相关。西瓜受害后，叶片变小，生长缓慢，植株矮化，花器发育不良，严重的不能座果，或座果后发育不良，畸形，果小，产量低，品质差，失去商品价值。,中文名：##别 名：,西瓜病毒病##小叶病、花叶病
香芹菜软腐病,http://www.baike.com/wiki/香芹菜软腐病,//www.huimg.cn/entry/images/summary_default270x233.png,病虫害,病原中文名： 病原拉丁学名： 病害类型：,,
西瓜蚜虫,http://www.baike.com/wiki/西瓜蚜虫,//www.huimg.cn/entry/images/summary_default270x233.png,农业科学##病虫害##西瓜,西瓜蚜虫以成虫及若虫群集在瓜的嫩叶背面和嫩茎上吸食汁液。瓜苗嫩叶及生长点被害后，叶片卷缩，瓜苗萎蔫，甚至枯死。老叶受害不卷曲，但提前枯落，造成减产。蚜虫还传播病毒病，引起西瓜病毒病的大量发生。,中文名：,西瓜蚜虫
西葫芦细菌性软腐病,http://www.baike.com/wiki/西葫芦细菌性软腐病,http://a1.att.hudong.com/25/06/50200009239445156017061570103_s.jpg,病害##病虫害,西葫芦细菌性软腐病是棚室西葫芦的重要病害，常造成棚室西葫芦大面积的死亡，造成减收，甚至绝产。,,
芫荽细菌疫病,http://www.baike.com/wiki/芫荽细菌疫病,http://a4.att.hudong.com/46/78/01200000127668134435787988337_s.jpg,病虫害,Corian 病原中文名： 病害类型：,,
玉米甜菜夜蛾,http://www.baike.com/wiki/玉米甜菜夜蛾,//www.huimg.cn/entry/images/summary_default270x233.png,玉米##病虫害,玉米甜菜夜蛾--学名：Spodoptera exigua Huner ，属鳞翅目，夜蛾科。,,
叶斑病,http://www.baike.com/wiki/叶斑病,http://a3.att.hudong.com/14/28/50200009239445155970289885918_s.jpg,健康##农业气象百科##森林灾害##森林病害##生活##疾病##病症##病虫害,叶斑病是甜瓜重要病害之一，分布较广，各地都有发生，一般在春、秋两季发生较重。发病率10%～60%，严重地块或棚室达100%，可减产10%～30%，特别严重时可减产60%以上。此病还可为害黄瓜、冬瓜、丝瓜、苦瓜等蔬菜。,中文名：##病原分类地位：##主要危害作物：##发病率：,叶斑病##假单胞杆菌##甜瓜##10%～60%
柚子裂皮病,http://www.baike.com/wiki/柚子裂皮病,//www.huimg.cn/entry/images/summary_default270x233.png,病虫害,病原类别 称为柑桔裂皮病类病毒。 该病毒对以枳橙、莱檬作砧木的果树为害严重。,,
玉米褐斑病,http://www.baike.com/wiki/玉米褐斑病,http://a0.att.hudong.com/57/60/50200009239445155331605932045_s.jpg,农业##玉米##病虫害,玉米褐斑病是近年来在我国发生严重且较快的一种玉米病害。该病害在全国各玉米产区均有发生，其中在河北、山东、河南、安徽、江苏等省危害较重。该病主要发生在玉米叶片、叶鞘及茎秆上。先在顶部叶片的尖端发生，最初为黄褐色或红褐色小斑点，病斑呈圆形或椭圆形，严重时叶片上全部布满病斑，在叶鞘上和叶脉上出现较大的褐色斑点，发病后期叶片的病斑处呈干枯状。,中文名：##别名：##病原类型：##主要危害作物：##主要为害部位：,玉米褐斑病##玉米褐斑病菌##真菌##玉米##位 叶片、叶鞘及茎秆
柚子衰退病,http://www.baike.com/wiki/柚子衰退病,//www.huimg.cn/entry/images/summary_default270x233.png,病虫害,"柚子衰退病是一种病毒，在我国及广东分布相当普遍，对甜橙等植物危害极大。病原体长2000mm-3000nm，宽10nm-20nm,呈弯曲线状，内含单链RNA。",,
油菜假黑斑病,http://www.baike.com/wiki/油菜假黑斑病,http://a4.att.hudong.com/06/66/01200000166843134441663334485_s.jpg,农作物##病虫害##蔬菜,altern (2)施用日本酵素菌沤制的堆肥或采用猪粪堆肥，培养拮抗菌，加强田间管理，提高油菜抗病力和耐病性。 (4)种子消毒，可用种子重量0.4%的50%扑海因可湿性粉剂或75%百菌清可湿性粉剂拌种。,中文学名：,油菜假黑斑病
洋葱球茎腐烂病,http://www.baike.com/wiki/洋葱球茎腐烂病,http://a4.att.hudong.com/72/29/01200000212198134439297575835_s.jpg,农业##病虫害,洋葱球茎腐烂病中文名： 病原中文名： 病原拉丁学名：,,
玉米青枯病,http://www.baike.com/wiki/玉米青枯病,http://a1.att.hudong.com/30/19/50200009239445155547193925372_s.jpg,农业##病虫害,玉米青枯病又称玉米茎基腐病或茎腐病，是世界性的玉米病害，但在我国近年来才有严重发生。1981年河南省大发生，全省被害面积100万亩以上，严重地块发病率达80%-90%，甚至绝产；1985年河北省涿鹿县发病面积在10万亩以上，每亩减产50-100公斤；1987年吉林省怀德、榆树、扶余 等县，因此病减产达0．75亿公斤；1988年广西省扶绥县，秋玉米上大发生，面积达7万-8万亩，发病率为70%-80%，损失严重。,中文名：##别名：##类型：##发病率：##发病地区：##发病部位：,玉米青枯病##玉米茎基腐病或茎腐病##土传真菌病害##10%~20%##西部、西南、东北、华北##玉米根和茎基部
蚜青灵,http://www.baike.com/wiki/蚜青灵,//www.huimg.cn/entry/images/summary_default270x233.png,农业##农药##园艺##病虫害,蚜青灵又名菊乐合酯。蚜青灵是氰戊菊酯与乐果等药物混配，采用气相色谱和薄层溴量法反复试验出的新型杀虫剂。,,
